packet_id,attempt_idx,t_tx_start_ms,mcs,snr_db,bler,is_success,bits_sent,remaining_bits_after
HRP-000122,1,489,16QAM,49.24298048014058,2.559943368396489e-10,True,256,0
ETC-000095,1,491,16QAM,67.93252801887712,1.2799716841982445e-10,True,128,0
HRP-000123,1,492,16QAM,62.922956751119145,2.559943368396489e-10,True,256,0
HRP-000124,1,496,16QAM,65.03278759534913,2.559943368396489e-10,True,256,0
HRP-000125,1,500,16QAM,57.45081768464347,2.559943368396489e-10,True,256,0
SRP-000025,1,501,16QAM,59.745984578959224,1.5999646052478056e-09,True,600,1000
SRP-000025,2,502,16QAM,66.43180422917732,1.5999646052478056e-09,True,600,400
SRP-000025,3,503,16QAM,61.73553191846561,1.5999646052478056e-09,True,400,0
HRP-000126,1,504,16QAM,64.54725987362862,2.559943368396489e-10,True,256,0
HRP-000127,1,508,16QAM,49.68491014730013,2.559943368396489e-10,True,256,0
HRP-000128,1,512,16QAM,66.00621966294457,2.559943368396489e-10,True,256,0
HRP-000129,1,516,16QAM,57.58544981067979,2.559943368396489e-10,True,256,0
ETC-000096,1,519,16QAM,59.47454540006632,1.2799716841982445e-10,True,128,0
HRP-000130,1,520,16QAM,64.68178299715424,2.559943368396489e-10,True,256,0
SRP-000026,1,521,16QAM,66.3196299383927,1.5999646052478056e-09,True,600,1000
SRP-000026,2,522,16QAM,59.008815947353,1.5999646052478056e-09,True,600,400
ETC-000097,1,523,16QAM,53.4659359460866,1.2799716841982445e-10,True,128,0
HRP-000131,1,524,16QAM,67.2548027593641,2.559943368396489e-10,True,256,0
SRP-000026,3,525,16QAM,61.476956590581,1.5999646052478056e-09,True,400,0
HRP-000132,1,528,16QAM,52.395483494775206,2.559943368396489e-10,True,256,0
HRP-000133,1,532,16QAM,46.47198718657431,2.559943368396489e-10,True,256,0
HRP-000134,1,536,16QAM,37.120730768856276,2.559943368396489e-10,True,256,0
HRP-000135,1,540,16QAM,59.88631608307634,2.559943368396489e-10,True,256,0
ETC-000098,1,541,16QAM,57.41339760292612,1.2799716841982445e-10,True,128,0
SRP-000027,1,542,16QAM,47.363489961782605,1.5999646052478056e-09,True,600,1000
SRP-000027,2,543,16QAM,39.52923541501741,1.5999646052478056e-09,True,600,400
HRP-000136,1,544,16QAM,63.76531216016359,2.559943368396489e-10,True,256,0
SRP-000027,3,545,16QAM,57.427109051762095,1.5999646052478056e-09,True,400,0
HRP-000137,1,548,16QAM,63.31395106156932,2.559943368396489e-10,True,256,0
ETC-000099,1,551,16QAM,61.4345010677079,1.2799716841982445e-10,True,128,0
ETC-000100,1,552,16QAM,63.93266835418431,1.2799716841982445e-10,True,128,0
HRP-000138,1,553,16QAM,53.4889027243947,2.559943368396489e-10,True,256,0
HRP-000139,1,556,16QAM,51.20233088208589,2.559943368396489e-10,True,256,0
ETC-000101,1,559,16QAM,35.083970426518846,1.2799716841982445e-10,True,128,0
HRP-000140,1,560,16QAM,60.597894278109344,2.559943368396489e-10,True,256,0
SRP-000028,1,561,16QAM,43.38622644167088,1.5999646052478056e-09,True,600,1000
SRP-000028,2,562,16QAM,60.67897383374155,1.5999646052478056e-09,True,600,400
SRP-000028,3,563,16QAM,57.175530738444884,1.5999646052478056e-09,True,400,0
HRP-000141,1,564,16QAM,64.74942123799202,2.559943368396489e-10,True,256,0
ETC-000102,1,565,16QAM,59.39256452420523,1.2799716841982445e-10,True,128,0
HRP-000142,1,568,16QAM,61.50676679198285,2.559943368396489e-10,True,256,0
ETC-000103,1,569,16QAM,57.60176274204079,1.2799716841982445e-10,True,128,0
ETC-000104,1,571,16QAM,59.72364217425958,1.2799716841982445e-10,True,128,0
HRP-000143,1,572,16QAM,63.6721835507415,2.559943368396489e-10,True,256,0
HRP-000144,1,576,16QAM,52.98059742073916,2.559943368396489e-10,True,256,0
ETC-000105,1,577,16QAM,61.761976678290836,1.2799716841982445e-10,True,128,0
ETC-000106,1,578,16QAM,37.76875525313421,1.2799716841982445e-10,True,128,0
HRP-000145,1,580,16QAM,52.911690645011696,2.559943368396489e-10,True,256,0
ETC-000107,1,581,16QAM,60.94426611490971,1.2799716841982445e-10,True,128,0
SRP-000029,1,582,16QAM,34.4488863635978,1.5999646052478056e-09,True,600,1000
SRP-000029,2,583,16QAM,47.48548548665417,1.5999646052478056e-09,True,600,400
HRP-000146,1,584,16QAM,71.13681233200808,2.559943368396489e-10,True,256,0
ETC-000108,1,585,16QAM,58.891987853204796,1.2799716841982445e-10,True,128,0
SRP-000029,3,586,16QAM,60.08734729484368,1.5999646052478056e-09,True,400,0
HRP-000147,1,588,16QAM,52.38396656250779,2.559943368396489e-10,True,256,0
HRP-000148,1,592,16QAM,40.57102464877907,2.559943368396489e-10,True,256,0
HRP-000149,1,596,16QAM,66.86045932806022,2.559943368396489e-10,True,256,0
HRP-000150,1,600,16QAM,62.794158645527915,2.559943368396489e-10,True,256,0
ETC-000109,1,601,16QAM,55.5403745318349,1.2799716841982445e-10,True,128,0
SRP-000030,1,602,16QAM,72.67898882789682,1.5999646052478056e-09,True,600,1000
SRP-000030,2,603,16QAM,43.859809898289235,1.5999646052478056e-09,True,600,400
HRP-000151,1,604,16QAM,38.857912477282774,2.559943368396489e-10,True,256,0
SRP-000030,3,605,16QAM,61.994542499222035,1.5999646052478056e-09,True,400,0
HRP-000152,1,608,16QAM,56.23462307968567,2.559943368396489e-10,True,256,0
ETC-000110,1,612,16QAM,59.45097927106575,1.2799716841982445e-10,True,128,0
HRP-000153,1,613,16QAM,66.97521208491891,2.559943368396489e-10,True,256,0
ETC-000111,1,614,16QAM,64.28644114156239,1.2799716841982445e-10,True,128,0
HRP-000154,1,616,16QAM,65.6930647428454,2.559943368396489e-10,True,256,0
ETC-000112,1,618,16QAM,64.41633072203638,1.2799716841982445e-10,True,128,0
ETC-000113,1,619,16QAM,49.757151227649175,1.2799716841982445e-10,True,128,0
HRP-000155,1,620,16QAM,59.489218308855115,2.559943368396489e-10,True,256,0
SRP-000031,1,621,16QAM,59.96975904547027,1.5999646052478056e-09,True,600,1000
SRP-000031,2,622,16QAM,63.04806729013946,1.5999646052478056e-09,True,600,400
SRP-000031,3,623,16QAM,54.30262437840227,1.5999646052478056e-09,True,400,0
HRP-000156,1,624,16QAM,61.16348564764641,2.559943368396489e-10,True,256,0
HRP-000157,1,628,16QAM,63.50096104756883,2.559943368396489e-10,True,256,0
ETC-000114,1,632,16QAM,71.23611849121613,1.2799716841982445e-10,True,128,0
HRP-000158,1,633,16QAM,41.58639783436031,2.559943368396489e-10,True,256,0
HRP-000159,1,636,16QAM,40.59527907055029,2.559943368396489e-10,True,256,0
HRP-000160,1,640,16QAM,57.072781406322164,2.559943368396489e-10,True,256,0
SRP-000032,1,641,16QAM,56.812868205658795,1.5999646052478056e-09,True,600,1000
SRP-000032,2,642,16QAM,60.78273018628413,1.5999646052478056e-09,True,600,400
ETC-000115,1,643,16QAM,61.28982576964503,1.2799716841982445e-10,True,128,0
HRP-000161,1,644,16QAM,53.853695887266326,2.559943368396489e-10,True,256,0
ETC-000116,1,645,16QAM,46.9904237120203,1.2799716841982445e-10,True,128,0
SRP-000032,3,646,16QAM,60.219885445953366,1.5999646052478056e-09,True,400,0
HRP-000162,1,648,16QAM,58.40250592442427,2.559943368396489e-10,True,256,0
ETC-000117,1,651,16QAM,68.04092162554008,1.2799716841982445e-10,True,128,0
HRP-000163,1,652,16QAM,64.79853943185886,2.559943368396489e-10,True,256,0
ETC-000118,1,656,16QAM,66.57473430361162,1.2799716841982445e-10,True,128,0
ETC-000119,1,657,16QAM,39.663268799682754,1.2799716841982445e-10,True,128,0
HRP-000164,1,658,16QAM,65.16393166332078,2.559943368396489e-10,True,256,0
HRP-000165,1,660,16QAM,46.88120598699694,2.559943368396489e-10,True,256,0
SRP-000033,1,661,16QAM,61.68500117834068,1.5999646052478056e-09,True,600,1000
SRP-000033,2,662,16QAM,53.36121826139687,1.5999646052478056e-09,True,600,400
SRP-000033,3,663,16QAM,38.32521252411267,1.5999646052478056e-09,True,400,0
HRP-000166,1,664,16QAM,70.252657630405,2.559943368396489e-10,True,256,0
ETC-000120,1,665,16QAM,54.97898290713295,1.2799716841982445e-10,True,128,0
HRP-000167,1,668,16QAM,50.94310167015885,2.559943368396489e-10,True,256,0
ETC-000121,1,669,16QAM,48.77400995201544,1.2799716841982445e-10,True,128,0
HRP-000168,1,672,16QAM,61.99099849564338,2.559943368396489e-10,True,256,0
HRP-000169,1,676,16QAM,67.28325436838767,2.559943368396489e-10,True,256,0
ETC-000122,1,677,16QAM,62.24165927084164,1.2799716841982445e-10,True,128,0
HRP-000170,1,680,16QAM,56.894897608311766,2.559943368396489e-10,True,256,0
ETC-000123,1,681,16QAM,53.585930009829156,1.2799716841982445e-10,True,128,0
ETC-000124,1,682,16QAM,61.46277833621686,1.2799716841982445e-10,True,128,0
SRP-000034,1,683,16QAM,62.81558135111069,1.5999646052478056e-09,True,600,1000
ETC-000125,1,684,16QAM,61.54748056073407,1.2799716841982445e-10,True,128,0
ETC-000126,1,685,16QAM,62.58176829497068,1.2799716841982445e-10,True,128,0
HRP-000171,1,686,16QAM,59.74605309458059,2.559943368396489e-10,True,256,0
SRP-000034,2,687,16QAM,57.97265780333162,1.5999646052478056e-09,True,600,400
HRP-000172,1,688,16QAM,41.821958708929216,2.559943368396489e-10,True,256,0
SRP-000034,3,689,16QAM,69.57961486488598,1.5999646052478056e-09,True,400,0
HRP-000173,1,692,16QAM,58.192604480505125,2.559943368396489e-10,True,256,0
HRP-000174,1,696,16QAM,60.19322175850914,2.559943368396489e-10,True,256,0
ETC-000127,1,699,16QAM,62.809478419425105,1.2799716841982445e-10,True,128,0
HRP-000175,1,700,16QAM,68.7817207455688,2.559943368396489e-10,True,256,0
SRP-000035,1,701,16QAM,65.1171971456777,1.5999646052478056e-09,True,600,1000
SRP-000035,2,702,16QAM,46.34102346205356,1.5999646052478056e-09,True,600,400
SRP-000035,3,703,16QAM,58.76978535200226,1.5999646052478056e-09,True,400,0
HRP-000176,1,704,16QAM,66.97614843183868,2.559943368396489e-10,True,256,0
HRP-000177,1,708,16QAM,65.07276919079692,2.559943368396489e-10,True,256,0
ETC-000128,1,710,16QAM,58.84312519875998,1.2799716841982445e-10,True,128,0
HRP-000178,1,712,16QAM,54.14840927269468,2.559943368396489e-10,True,256,0
HRP-000179,1,716,16QAM,63.957138752595085,2.559943368396489e-10,True,256,0
ETC-000129,1,719,16QAM,54.974195148114966,1.2799716841982445e-10,True,128,0
HRP-000180,1,720,16QAM,70.53021089294519,2.559943368396489e-10,True,256,0
ETC-000130,1,721,16QAM,53.363305670646255,1.2799716841982445e-10,True,128,0
ETC-000131,1,722,16QAM,63.53917357226492,1.2799716841982445e-10,True,128,0
SRP-000036,1,723,16QAM,57.665951199676854,1.5999646052478056e-09,True,600,1000
HRP-000181,1,724,16QAM,54.71276924847818,2.559943368396489e-10,True,256,0
SRP-000036,2,725,16QAM,67.72802968871571,1.5999646052478056e-09,True,600,400
SRP-000036,3,726,16QAM,54.40887561024852,1.5999646052478056e-09,True,400,0
HRP-000182,1,728,16QAM,64.67228489672918,2.559943368396489e-10,True,256,0
HRP-000183,1,732,16QAM,65.5956073473531,2.559943368396489e-10,True,256,0
ETC-000132,1,733,16QAM,64.39474194648668,1.2799716841982445e-10,True,128,0
HRP-000184,1,736,16QAM,59.77097454025805,2.559943368396489e-10,True,256,0
HRP-000185,1,740,16QAM,53.54084912159454,2.559943368396489e-10,True,256,0
SRP-000037,1,741,16QAM,60.52839035099697,1.5999646052478056e-09,True,600,1000
SRP-000037,2,742,16QAM,61.58612993562115,1.5999646052478056e-09,True,600,400
SRP-000037,3,743,16QAM,56.035749701782514,1.5999646052478056e-09,True,400,0
HRP-000186,1,744,16QAM,56.417395226265114,2.559943368396489e-10,True,256,0
ETC-000133,1,748,16QAM,48.64772166999578,1.2799716841982445e-10,True,128,0
ETC-000134,1,749,16QAM,57.22453146171099,1.2799716841982445e-10,True,128,0
HRP-000187,1,750,16QAM,63.24072700756975,2.559943368396489e-10,True,256,0
HRP-000188,1,752,16QAM,59.38750630264057,2.559943368396489e-10,True,256,0
ETC-000135,1,753,16QAM,68.54376617168282,1.2799716841982445e-10,True,128,0
ETC-000136,1,754,16QAM,38.31123199979387,1.2799716841982445e-10,True,128,0
HRP-000189,1,756,16QAM,61.80060199797055,2.559943368396489e-10,True,256,0
HRP-000190,1,760,16QAM,48.09985050658666,2.559943368396489e-10,True,256,0
SRP-000038,1,761,16QAM,44.46520302715193,1.5999646052478056e-09,True,600,1000
ETC-000137,1,762,16QAM,53.661896008639246,1.2799716841982445e-10,True,128,0
SRP-000038,2,763,16QAM,55.455821137373206,1.5999646052478056e-09,True,600,400
HRP-000191,1,764,16QAM,64.65371922355345,2.559943368396489e-10,True,256,0
SRP-000038,3,765,16QAM,47.61007748613857,1.5999646052478056e-09,True,400,0
HRP-000192,1,768,16QAM,71.80319566393146,2.559943368396489e-10,True,256,0
ETC-000138,1,770,16QAM,61.61624498062271,1.2799716841982445e-10,True,128,0
ETC-000139,1,771,16QAM,61.447436047417874,1.2799716841982445e-10,True,128,0
HRP-000193,1,772,16QAM,65.63831877263176,2.559943368396489e-10,True,256,0
ETC-000140,1,775,16QAM,60.2901747150791,1.2799716841982445e-10,True,128,0
HRP-000194,1,776,16QAM,40.09113059619982,2.559943368396489e-10,True,256,0
ETC-000141,1,779,16QAM,37.23172837486847,1.2799716841982445e-10,True,128,0
HRP-000195,1,780,16QAM,67.14752680320325,2.559943368396489e-10,True,256,0
ETC-000142,1,781,16QAM,64.79039929933163,1.2799716841982445e-10,True,128,0
SRP-000039,1,782,16QAM,63.00606778439583,1.5999646052478056e-09,True,600,1000
SRP-000039,2,783,16QAM,40.72972416958643,1.5999646052478056e-09,True,600,400
HRP-000196,1,784,16QAM,68.18080434226059,2.559943368396489e-10,True,256,0
SRP-000039,3,785,16QAM,65.75456136013722,1.5999646052478056e-09,True,400,0
HRP-000197,1,788,16QAM,57.28721578710107,2.559943368396489e-10,True,256,0
ETC-000143,1,792,16QAM,56.0704700109246,1.2799716841982445e-10,True,128,0
HRP-000198,1,793,16QAM,57.76770127394006,2.559943368396489e-10,True,256,0
ETC-000144,1,795,16QAM,49.50020312276785,1.2799716841982445e-10,True,128,0
HRP-000199,1,796,16QAM,56.626539059583806,2.559943368396489e-10,True,256,0
ETC-000145,1,797,16QAM,54.65853462258984,1.2799716841982445e-10,True,128,0
HRP-000200,1,800,16QAM,61.84810609097573,2.559943368396489e-10,True,256,0
ETC-000146,1,801,16QAM,33.74674796432005,1.2799716841982445e-10,True,128,0
SRP-000040,1,802,16QAM,49.21200324302533,1.5999646052478056e-09,True,600,1000
SRP-000040,2,803,16QAM,60.585407422287815,1.5999646052478056e-09,True,600,400
HRP-000201,1,804,16QAM,64.23351675498694,2.559943368396489e-10,True,256,0
SRP-000040,3,805,16QAM,68.22153220981617,1.5999646052478056e-09,True,400,0
ETC-000147,1,808,16QAM,58.962570816714795,1.2799716841982445e-10,True,128,0
HRP-000202,1,809,16QAM,62.99634538708176,2.559943368396489e-10,True,256,0
ETC-000148,1,810,16QAM,61.380562142940335,1.2799716841982445e-10,True,128,0
ETC-000149,1,812,16QAM,46.77036520878762,1.2799716841982445e-10,True,128,0
HRP-000203,1,813,16QAM,43.9701462437295,2.559943368396489e-10,True,256,0
HRP-000204,1,816,16QAM,78.94150938770403,2.559943368396489e-10,True,256,0
HRP-000205,1,820,16QAM,53.36312098199949,2.559943368396489e-10,True,256,0
SRP-000041,1,821,16QAM,36.62681034641842,1.5999646052478056e-09,True,600,1000
SRP-000041,2,822,16QAM,62.200738292095245,1.5999646052478056e-09,True,600,400
SRP-000041,3,823,16QAM,68.64713946046068,1.5999646052478056e-09,True,400,0
HRP-000206,1,824,16QAM,63.140612676746244,2.559943368396489e-10,True,256,0
HRP-000207,1,828,16QAM,67.18622826434614,2.559943368396489e-10,True,256,0
HRP-000208,1,832,16QAM,40.61611938812071,2.559943368396489e-10,True,256,0
HRP-000209,1,836,16QAM,65.07567904655508,2.559943368396489e-10,True,256,0
ETC-000150,1,839,16QAM,63.820648472876975,1.2799716841982445e-10,True,128,0
HRP-000210,1,840,16QAM,55.841966849344445,2.559943368396489e-10,True,256,0
SRP-000042,1,841,16QAM,31.451219415220997,1.5999646052478056e-09,True,600,1000
SRP-000042,2,842,16QAM,52.89289869874602,1.5999646052478056e-09,True,600,400
SRP-000042,3,843,16QAM,60.979355380248705,1.5999646052478056e-09,True,400,0
HRP-000211,1,844,16QAM,51.02264805943391,2.559943368396489e-10,True,256,0
ETC-000151,1,845,16QAM,63.55828459206555,1.2799716841982445e-10,True,128,0
ETC-000152,1,848,16QAM,64.29254500773554,1.2799716841982445e-10,True,128,0
HRP-000212,1,849,16QAM,64.99221556860404,2.559943368396489e-10,True,256,0
ETC-000153,1,852,16QAM,46.76461170373808,1.2799716841982445e-10,True,128,0
ETC-000154,1,853,16QAM,60.36904219716989,1.2799716841982445e-10,True,128,0
HRP-000213,1,854,16QAM,56.995662748445426,2.559943368396489e-10,True,256,0
ETC-000155,1,855,16QAM,58.85975634931525,1.2799716841982445e-10,True,128,0
HRP-000214,1,856,16QAM,53.8254174403269,2.559943368396489e-10,True,256,0
ETC-000156,1,858,16QAM,44.73120276977669,1.2799716841982445e-10,True,128,0
HRP-000215,1,860,16QAM,43.12067526674745,2.559943368396489e-10,True,256,0
SRP-000043,1,861,16QAM,37.213333786236966,1.5999646052478056e-09,True,600,1000
SRP-000043,2,862,16QAM,68.77681039714709,1.5999646052478056e-09,True,600,400
ETC-000157,1,863,16QAM,53.891566104383,1.2799716841982445e-10,True,128,0
HRP-000216,1,864,16QAM,56.779426717142556,2.559943368396489e-10,True,256,0
ETC-000158,1,865,16QAM,38.917413985157744,1.2799716841982445e-10,True,128,0
SRP-000043,3,866,16QAM,61.402035104253244,1.5999646052478056e-09,True,400,0
ETC-000159,1,867,16QAM,42.37645583879335,1.2799716841982445e-10,True,128,0
ETC-000160,1,868,16QAM,57.42788538654332,1.2799716841982445e-10,True,128,0
HRP-000217,1,869,16QAM,54.84186665502638,2.559943368396489e-10,True,256,0
HRP-000218,1,872,16QAM,68.84154242610548,2.559943368396489e-10,True,256,0
ETC-000161,1,873,16QAM,57.78095192124877,1.2799716841982445e-10,True,128,0
ETC-000162,1,875,16QAM,55.381389811357906,1.2799716841982445e-10,True,128,0
HRP-000219,1,876,16QAM,45.30553958630857,2.559943368396489e-10,True,256,0
HRP-000220,1,880,16QAM,48.859032511731556,2.559943368396489e-10,True,256,0
SRP-000044,1,881,16QAM,55.8500557814244,1.5999646052478056e-09,True,600,1000
SRP-000044,2,882,16QAM,61.65745349852276,1.5999646052478056e-09,True,600,400
SRP-000044,3,883,16QAM,63.65141271359726,1.5999646052478056e-09,True,400,0
HRP-000221,1,884,16QAM,61.66313617203797,2.559943368396489e-10,True,256,0
ETC-000163,1,887,16QAM,64.05429115636672,1.2799716841982445e-10,True,128,0
HRP-000222,1,888,16QAM,56.10807659889009,2.559943368396489e-10,True,256,0
HRP-000223,1,892,16QAM,60.125095161609366,2.559943368396489e-10,True,256,0
HRP-000224,1,896,16QAM,64.35673859494482,2.559943368396489e-10,True,256,0
ETC-000164,1,897,16QAM,64.47691471521334,1.2799716841982445e-10,True,128,0
ETC-000165,1,898,16QAM,43.05899680530692,1.2799716841982445e-10,True,128,0
ETC-000166,1,900,16QAM,57.06758493270962,1.2799716841982445e-10,True,128,0
HRP-000225,1,901,16QAM,49.594410024062874,2.559943368396489e-10,True,256,0
SRP-000045,1,902,16QAM,63.21829767348059,1.5999646052478056e-09,True,600,1000
SRP-000045,2,903,16QAM,62.94200681619772,1.5999646052478056e-09,True,600,400
HRP-000226,1,904,16QAM,60.82490770129106,2.559943368396489e-10,True,256,0
SRP-000045,3,905,16QAM,20.811591733854318,0.000545897060991507,True,400,0
ETC-000167,1,906,16QAM,47.832070037747194,1.2799716841982445e-10,True,128,0
ETC-000168,1,908,16QAM,44.99222790431347,1.2799716841982445e-10,True,128,0
ETC-000169,1,909,16QAM,67.1408325588267,1.2799716841982445e-10,True,128,0
HRP-000227,1,910,16QAM,57.45965141159849,2.559943368396489e-10,True,256,0
HRP-000228,1,912,16QAM,62.141379248071104,2.559943368396489e-10,True,256,0
HRP-000229,1,916,16QAM,64.0520442885722,2.559943368396489e-10,True,256,0
HRP-000230,1,920,16QAM,55.78893013043124,2.559943368396489e-10,True,256,0
SRP-000046,1,921,16QAM,50.4258923447948,1.5999646052478056e-09,True,600,1000
SRP-000046,2,922,16QAM,55.97226058204451,1.5999646052478056e-09,True,600,400
ETC-000170,1,923,16QAM,57.18841707582386,1.2799716841982445e-10,True,128,0
HRP-000231,1,924,16QAM,44.51103693533905,2.559943368396489e-10,True,256,0
SRP-000046,3,925,16QAM,64.06059298312616,1.5999646052478056e-09,True,400,0
ETC-000171,1,928,16QAM,44.749263573069825,1.2799716841982445e-10,True,128,0
HRP-000232,1,929,16QAM,70.17949887409591,2.559943368396489e-10,True,256,0
ETC-000172,1,932,16QAM,55.13260639575445,1.2799716841982445e-10,True,128,0
HRP-000233,1,933,16QAM,64.9669180930498,2.559943368396489e-10,True,256,0
HRP-000234,1,936,16QAM,57.99029899595534,2.559943368396489e-10,True,256,0
ETC-000173,1,940,16QAM,50.17543466874671,1.2799716841982445e-10,True,128,0
HRP-000235,1,941,16QAM,64.45139480306938,2.559943368396489e-10,True,256,0
SRP-000047,1,942,16QAM,60.59258026137226,1.5999646052478056e-09,True,600,1000
SRP-000047,2,943,16QAM,61.70028424265528,1.5999646052478056e-09,True,600,400
HRP-000236,1,944,16QAM,62.83164134897242,2.559943368396489e-10,True,256,0
SRP-000047,3,945,16QAM,60.88323501457141,1.5999646052478056e-09,True,400,0
HRP-000237,1,948,16QAM,55.68103965749907,2.559943368396489e-10,True,256,0
ETC-000174,1,949,16QAM,57.13110856013146,1.2799716841982445e-10,True,128,0
ETC-000175,1,951,16QAM,76.44267023749704,1.2799716841982445e-10,True,128,0
ETC-000176,1,952,16QAM,63.46956189304484,1.2799716841982445e-10,True,128,0
HRP-000238,1,953,16QAM,59.30661596598818,2.559943368396489e-10,True,256,0
ETC-000177,1,955,16QAM,46.71759667831236,1.2799716841982445e-10,True,128,0
HRP-000239,1,956,16QAM,48.610582102198094,2.559943368396489e-10,True,256,0
ETC-000178,1,958,16QAM,56.344394004508715,1.2799716841982445e-10,True,128,0
HRP-000240,1,960,16QAM,48.15992345664072,2.559943368396489e-10,True,256,0
SRP-000048,1,961,16QAM,54.45429102126235,1.5999646052478056e-09,True,600,1000
ETC-000179,1,962,16QAM,58.22591825292362,1.2799716841982445e-10,True,128,0
SRP-000048,2,963,16QAM,47.13879614255262,1.5999646052478056e-09,True,600,400
HRP-000241,1,964,16QAM,65.19199297348968,2.559943368396489e-10,True,256,0
SRP-000048,3,965,16QAM,61.76095485917629,1.5999646052478056e-09,True,400,0
HRP-000242,1,968,16QAM,59.17822585350053,2.559943368396489e-10,True,256,0
ETC-000180,1,969,16QAM,68.16266724410082,1.2799716841982445e-10,True,128,0
HRP-000243,1,972,16QAM,47.540058504814304,2.559943368396489e-10,True,256,0
ETC-000181,1,975,16QAM,38.604902225351346,1.2799716841982445e-10,True,128,0
HRP-000244,1,976,16QAM,61.277461792697856,2.559943368396489e-10,True,256,0
HRP-000245,1,980,16QAM,65.19598455063492,2.559943368396489e-10,True,256,0
SRP-000049,1,981,16QAM,52.39858606349533,1.5999646052478056e-09,True,600,1000
SRP-000049,2,982,16QAM,48.64327014215949,1.5999646052478056e-09,True,600,400
SRP-000049,3,983,16QAM,47.62997706151094,1.5999646052478056e-09,True,400,0
HRP-000246,1,984,16QAM,57.32189181484426,2.559943368396489e-10,True,256,0
HRP-000247,1,988,16QAM,59.82980621835674,2.559943368396489e-10,True,256,0
HRP-000248,1,992,16QAM,61.10335810293317,2.559943368396489e-10,True,256,0
ETC-000182,1,996,16QAM,59.33499507196831,1.2799716841982445e-10,True,128,0
ETC-000183,1,997,16QAM,61.79627859766852,1.2799716841982445e-10,True,128,0
HRP-000249,1,998,16QAM,59.20512485796317,2.559943368396489e-10,True,256,0
